model,2021,2025,2030,2035,2040,2045,2050
default_solar_PV,165468.18,154117.5534,117596.8446,81076.13579,76314.21389,71552.292,66790.3701
wind_new,218137.37,198316.782,173541.047,163750.9403,153960.8336,144170.7268,134380.6201
default_SMR,1004712.81,877643.0571,837022.1602,809364.5718,780937.7768,754261.773,722638.8201
default_liion_battery,218300.6,158167.7487,124575.5178,113696.2074,102690.1217,91811.63359,80934.69039
gas_CC,136455,131724.9296,123837.4618,115956.0196,110593.2646,105242.5607,99879.80571
